entry,lemma,language,lex_cat_wikidata,des_by_source_P1343,form1_representation,form1_spelling_variant,sense1_gloss_de,sense1_gloss_en,sense1_gloss_es,sense1_gloss_it
https://qichwa.wikibase.cloud/entity/L3602,churiyay,Q5218,Q24905,Q125537856,churiyay,qu-x-Q7260479,zeugen,to beget; to engender,procrear; engendrar; enjendrar; producir hijos; generar,generare; procreare; produrre figli
https://qichwa.wikibase.cloud/entity/L3610,churkuy,Q5218,Q24905,Q125537856,churkuy,qu-x-Q7260479,auf eine höhere Ebene stellen,to elevate,elevar; levantar el bulto y hacer cargar a alguien que va llevarla; levantar; cargar,elevare; alzare; [alzare l'involucro al fine di metterlo sulla schiena di qualcuno che lo trasporterà]
https://qichwa.wikibase.cloud/entity/L3611,churpuy,Q5218,Q24905,Q125537856,churpuy,qu-x-Q7260479,einen Topf auf den Herd stellen,to put a pot on the oven,colocar la olla sobre el fogón; acción de poner la olla sobre el fogón; poner la olla al fogón; poner la olla en el fogón; poner la olla para cocinar,mettere la pentola sul fuoco
https://qichwa.wikibase.cloud/entity/L3621,churuy,Q5218,Q24905,Q125537856,churuy,qu-x-Q7260479,umgeben; einfassen,to surround,circundar,circondare
https://qichwa.wikibase.cloud/entity/L11257,milluchay,Q5218,Q24905,Q125537856,milluchay,qu-x-Q7260479,salzen,to salt,salar,salare
https://qichwa.wikibase.cloud/entity/L11265,milluy,Q5218,Q24905,Q125537856,milluy,qu-x-Q7260479,Aluminumsulfat zur Krankheitsdiagnose verwenden,to use the millu to diagnose a sickness,usar sulfato de alúmina para diagnosticar enfermedades,usare il solfato di alluminio; [per diagnosticare malattie gettandolo nel fuoco ed osservando i cambiamenti di colore]
https://qichwa.wikibase.cloud/entity/L11293,mink'achikuchay,Q5218,Q24905,Q125537856,mink'achikuchay,qu-x-Q7260479,in Rechnung stellen,facturar,facturar,fatturare
https://qichwa.wikibase.cloud/entity/L11294,mink'achikuta quy,Q5218,Q24905,Q125537856,mink'achikuta quy,qu-x-Q7260479,in Rechnung stellen,facturar,facturar,fatturare
https://qichwa.wikibase.cloud/entity/L11396,miskuy,Q5218,Q24905,Q125537856,miskuy,qu-x-Q7260479,für ein Seil spinnen,to spin for a rope,torcer hilo para soga,torcere il filo; [per costruire una corda]
https://qichwa.wikibase.cloud/entity/L11454,mitay,Q5218,Q24905,Q125537856,mitay,qu-x-Q7260479,Feuchtigkeit trennen,to isolate humidity,aislar la humedad,isolare l'umidità
https://qichwa.wikibase.cloud/entity/L11557,muhunchay,Q5218,Q24905,Q125537856,muhunchay,qu-x-Q7260479,das Saatgut zum Aussäen auswählen,to select the seed for sowing,escoger la semilla para la siembra,scegliere i semi per la semina
https://qichwa.wikibase.cloud/entity/L11755,murq'uyapuy,Q5218,Q24905,Q125537856,murq'uyapuy,qu-x-Q7260479,erstarren lassen,to make numb,entumecer,tumefare
https://qichwa.wikibase.cloud/entity/L11772,mururay,Q5218,Q24905,Q125537856,mururay,qu-x-Q7260479,rasieren,to shave,rasurar,radere
https://qichwa.wikibase.cloud/entity/L11872,muthuchay,Q5218,Q24905,Q125537856,muthuchay,qu-x-Q7260479,stumpf machen,to make dull,embotar,smussare; spuntare
https://qichwa.wikibase.cloud/entity/L11902,muyunchay,Q5218,Q24905,Q125537856,muyunchay,qu-x-Q7260479,runden,to round,redondear,arrotondare
https://qichwa.wikibase.cloud/entity/L11987,napaykachay,Q5218,Q24905,Q125537856,napaykachay,qu-x-Q7260479,wiederholt grüßen,to greet repeatedly,saludar reiteradamente y con afectación,salutare ripetutamente e affettuosamente
https://qichwa.wikibase.cloud/entity/L12008,nasikuy,Q5218,Q24905,Q125537856,nasikuy,qu-x-Q7260479,geboren werden,to be born,nacer,nascere
https://qichwa.wikibase.cloud/entity/L12094,nisisitay,Q5218,Q24905,Q125537856,nisisitay,qu-x-Q7260479,benötigen,to need,necesitar,avere bisogno
https://qichwa.wikibase.cloud/entity/L12112,nusphachiy,Q5218,Q24905,Q125537856,nusphachiy,qu-x-Q7260479,sich verabschieden,to bid farewell,despedirse,lasciarsi; dirsi addio; salutarsi
https://qichwa.wikibase.cloud/entity/L12136,ñak'achikuy,Q5218,Q24905,Q125537856,ñak'achikuy,qu-x-Q7260479,sich operieren lassen,to have oneself operated,hacerse operar,farsi operare
https://qichwa.wikibase.cloud/entity/L12191,ñañuchiy,Q5218,Q24905,Q125537856,ñañuchiy,qu-x-Q7260479,dünn machen,to make thin,adelgazar,dimagrire
https://qichwa.wikibase.cloud/entity/L12261,ñawillikipay,Q5218,Q24905,Q125537856,ñawillikipay,qu-x-Q7260479,erneut lesen,to reread,releer,rileggere
https://qichwa.wikibase.cloud/entity/L12262,ñawilliy,Q5218,Q24905,Q125537856,ñawilliy,qu-x-Q7260479,lesen,to read,leer,leggere
https://qichwa.wikibase.cloud/entity/L12296,ñawiy,Q5218,Q24905,Q125537856,ñawiy,qu-x-Q7260479,lesen,to read,leer,leggere
https://qichwa.wikibase.cloud/entity/L12431,ñinachiy,Q5218,Q24905,Q125537856,ñinachiy,qu-x-Q7260479,in Verbindung bringen,to relate,relacionar,relazionare
https://qichwa.wikibase.cloud/entity/L12445,ñiñachiy,Q5218,Q24905,Q125537856,ñiñachiy,qu-x-Q7260479,vergleichen,to compare,comparar,comparare
https://qichwa.wikibase.cloud/entity/L12446,ñiñiy,Q5218,Q24905,Q125537856,ñiñiy,qu-x-Q7260479,glauben,to believe,creer,credere
https://qichwa.wikibase.cloud/entity/L3682,chhalay,Q5218,Q24905,Q125537856,chhalay,qu-x-Q7260479,Tauschhandel treiben,to barter; to exchange; to interchange,trocar; canjear; cambiar; efectuar canjes; baratear; intercambiar,barattare; cambiare; effettuare uno scambio; scambiare
https://qichwa.wikibase.cloud/entity/L3705,chhapchiy,Q5218,Q24905,Q125537856,chhaphchiy,qu-x-Q7260479,schütteln,to shake,sacudir; agitar; zarandear,scuotere; agitare
https://qichwa.wikibase.cloud/entity/L3758,chhilquy,Q5218,Q24905,Q125537856,chhilquy,qu-x-Q7260479,kratzen; reißen,to claw,arañar; arrancar,graffiare
https://qichwa.wikibase.cloud/entity/L3797,chhuruy,Q5218,Q24905,Q125537856,chhuruy,qu-x-Q7260479,picken; aufpicken; mit dem Schnabel hacken,to peck,picar; picotear,beccare
https://qichwa.wikibase.cloud/entity/L3809,chhutuy,Q5218,Q24905,Q125537856,chhutuy,qu-x-Q7260479,mit dem Schnabel hacken; picken,to peck,picar; picotear,beccare
https://qichwa.wikibase.cloud/entity/L3813,ch'achachiy,Q5218,Q24905,Q125537856,ch'achachiy,qu-x-Q7260479,einkerkern; einsperren,to imprison,encarcelar,incarcerare; imprigionare
https://qichwa.wikibase.cloud/entity/L3863,ch'alliy,Q5218,Q24905,Q125537856,ch'alliy,qu-x-Q7260479,zusammenstellen; kombinieren,to combine,combinar; entremezclar,combinare
https://qichwa.wikibase.cloud/entity/L3867,ch'allpachiy,Q5218,Q24905,Q125537856,ch'allpachiy,qu-x-Q7260479,bespritzen lassen,to make splash,hacer salpicar; salpicar,far spruzzare; spruzzare
https://qichwa.wikibase.cloud/entity/L3877,ch'amay,Q5218,Q24905,Q125537856,ch'amay,qu-x-Q7260479,arbeiten,to work,trabajar; trabajar fuerte,lavorare
https://qichwa.wikibase.cloud/entity/L3914,ch'aqchuy,Q5218,Q24905,Q125537856,ch'aqchuy,qu-x-Q7260479,besprengen; begießen,to sprinkle,regar; rociar; rociar con alguna exageración; regar; esparcir,innaffiare; irrigare; [bagnare con una certa esagerazione]
https://qichwa.wikibase.cloud/entity/L3921,ch'aqtay,Q5218,Q24905,Q125537856,ch'aqtay,qu-x-Q7260479,einschließen; einbefassen,to include,incluir,includere
https://qichwa.wikibase.cloud/entity/L3929,ch'aqway,Q5218,Q24905,Q125537856,ch'aqway,qu-x-Q7260479,huren,to whore; to fornicate,fornicar,fornicare
https://qichwa.wikibase.cloud/entity/L3984,ch'ichichay,Q5218,Q24905,Q125537856,ch'ichichay,qu-x-Q7260479,beschmutzen; besudeln,to make dirty,ensuciar; tiznar,sporcare; imbrattare
https://qichwa.wikibase.cloud/entity/L3993,ch'ikchiy,Q5218,Q24905,Q125537856,ch'ikchiy,qu-x-Q7260479,knospen; sprossen,to bud,brotar,germogliare
https://qichwa.wikibase.cloud/entity/L3998,ch'ikuy,Q5218,Q24905,Q125537856,ch'ikuy,qu-x-Q7260479,zielen; zielen auf,to aim; to aim at,apuntar,puntare
https://qichwa.wikibase.cloud/entity/L3998,ch'ikuy,Q5218,Q24905,Q125537856,ch'ikuchay,qu-x-Q7260479,zielen; zielen auf,to aim; to aim at,apuntar,puntare
https://qichwa.wikibase.cloud/entity/L4077,ch'ipuy,Q5218,Q24905,Q125537856,ch'ipuy,qu-x-Q7260479,verschließen,to close up; to mend,cerrar; coser frunciendo,chiudere; rammendare
https://qichwa.wikibase.cloud/entity/L4087,ch'iqirichiy,Q5218,Q24905,Q125537856,ch'iqirichiy,qu-x-Q7260479,zerstreuen,to disperse; to break up,dispersar; difundir; esparcir; expandir,disperdere; spargere
https://qichwa.wikibase.cloud/entity/L4089,ch'iqiy,Q5218,Q24905,Q125537856,ch'iqiy,qu-x-Q7260479,zerstreuen,to disperse; to break up; to scatter,dispersar; salpicar,disperdere; spargere
https://qichwa.wikibase.cloud/entity/L4882,harwichiy,Q5218,Q24905,Q125537856,harwichiy,qu-x-Q7260479,zum Aufwärmen veranlassen,to make warm up,hacer retostar,fare scaldare; fare ritostare
https://qichwa.wikibase.cloud/entity/L24,abusay,Q5218,Q24905,Q125537856,abusay,qu-x-Q7260479,vergewaltigen,to rape; to violate (sexual violence),abusar; violar (sexual),abusare; violare sessualmente
https://qichwa.wikibase.cloud/entity/L56,achalachiy,Q5218,Q24905,Q125537856,achalachiy,qu-x-Q7260479,schmücken,to adorn; to decorate,adornar; decorar; hermosear; embellecer; ornamentar,ornare; decorare; abbellire
https://qichwa.wikibase.cloud/entity/L74,achikay,Q5218,Q24905,Q125537856,achikay,qu-x-Q7260479,bitten um; erbitten,to ask for,rogar; solicitar,pregare; sollecitare
https://qichwa.wikibase.cloud/entity/L100,achiy,Q5218,Q24905,Q125537856,achiy,qu-x-Q7260479,genießen,to enjoy,disfrutar de; gozar de,divertirsi
https://qichwa.wikibase.cloud/entity/L108,achkachay,Q5218,Q24905,Q125537856,askhachay,qu-x-Q7260479,vergrößern; vermehren,to increase,aumentar; acrecentar,aumentare; accrescere
https://qichwa.wikibase.cloud/entity/L108,achkachay,Q5218,Q24905,Q125537856,achkhachay,qu-x-Q7260479,vergrößern; vermehren,to increase,aumentar; acrecentar,aumentare; accrescere
https://qichwa.wikibase.cloud/entity/L122,achkayachiy,Q5218,Q24905,Q125537856,askhayachiy,qu-x-Q7260479,vermehren; vergrößern,to increase,acrecentar; aumentar; multiplicar; pluralizar; aumentar en cantidad; reproducir,accrescere; aumentare; moltiplicare
https://qichwa.wikibase.cloud/entity/L154,achuray,Q5218,Q24905,Q125537856,achuray,qu-x-Q7260479,gewähren; erteilen,to deal out,impartir; repartir; distribuir; repartir,impartire; ripartire
https://qichwa.wikibase.cloud/entity/L155,achuy,Q5218,Q24905,Q125537856,achuy,qu-x-Q7260479,zwischen den Zähnen tragen,to carry between the teeth,llevar entre los dientes; llevar algo con la boca; abocar,portare tra i denti; portare qualcosa con la bocca
https://qichwa.wikibase.cloud/entity/L175,aflihiy,Q5218,Q24905,Q125537856,aflihiy,qu-x-Q7260479,betrüben,to grieve; to worry,afligir,affliggere
https://qichwa.wikibase.cloud/entity/L243,akllakuy,Q5218,Q24905,Q125537856,akllakuy,qu-x-Q7260479,wählen,to choose; to prefer,elegir,scegliere
https://qichwa.wikibase.cloud/entity/L246,akllapayay,Q5218,Q24905,Q125537856,akllapayay,qu-x-Q7260479,wiederholt auswählen,to choose repeatedly,escoger repetidamente; volver a seleccionar,scegliere ripetutamente; tornare a scegliere; scegliere di nuovo; scegliere nuovamente
https://qichwa.wikibase.cloud/entity/L267,aksullichiy,Q5218,Q24905,Q125537856,aksullichiy,qu-x-Q7260479,anziehen (jemanden),to dress someone,vestir (a alguien); hacer vestir,vestire qualcuno; fare vestire
https://qichwa.wikibase.cloud/entity/L268,aksullikuy,Q5218,Q24905,Q125537856,aksullikuy,qu-x-Q7260479,sich anziehen,to dress oneself,vestirse la saya; vestirse,vestirsi con il sayo; vestirsi
https://qichwa.wikibase.cloud/entity/L268,aksullikuy,Q5218,Q24905,Q125537856,aqsullikuy,qu-x-Q7260479,sich anziehen,to dress oneself,vestirse la saya; vestirse,vestirsi con il sayo; vestirsi
https://qichwa.wikibase.cloud/entity/L336,alkilay,Q5218,Q24905,Q125537856,alkilay,qu-x-Q7260479,leihen; borgen,to rent,alquilar; prestar,affittare; prestare
https://qichwa.wikibase.cloud/entity/L372,alukay,Q5218,Q24905,Q125537856,alukay,qu-x-Q7260479,beherbergen,to lodge; to give boarding,alojar,alloggiare
https://qichwa.wikibase.cloud/entity/L383,allachiy,Q5218,Q24905,Q125537856,allachiy,qu-x-Q7260479,graben lassen,to make dig,hacer cavar; cosechar; escarbar,fare scavare
https://qichwa.wikibase.cloud/entity/L454,allinchiy,Q5218,Q24905,Q125537856,allinchiy,qu-x-Q7260479,verbessern; berichtigen; korrigieren,to correct,corregir; enmendar; mejorar,correggere; migliorare; emendare
https://qichwa.wikibase.cloud/entity/L652,allquchay,Q5218,Q24905,Q125537856,alquchay,qu-x-Q7260479,vergewaltigen,to rape; to violate (sexual violence),abusar; violar (sexual); maltratar; abusar,abusare; abusare (sessualmente); matrattare
https://qichwa.wikibase.cloud/entity/L720,amañachiy,Q5218,Q24905,Q125537856,amañachiy,qu-x-Q7260479,üben lassen,to make someone practice or exercise; to teach,hacer practicar o ejercitar,fare praticare; fare esercitare
https://qichwa.wikibase.cloud/entity/L726,amañay,Q5218,Q24905,Q125537856,amañay,qu-x-Q7260479,üben,to practice; to exercise; to learn,practicar; ejercitar; adaptar,adattare; esercitare; praticare
https://qichwa.wikibase.cloud/entity/L780,amparuchay,Q5218,Q24905,Q125537856,amparuchay,qu-x-Q7260479,schützen; beschützen,to protect,amparar,proteggere
https://qichwa.wikibase.cloud/entity/L1704,awaysiy,Q5218,Q24905,Q125537856,awaysiy,qu-x-Q7260479,helfen zu weben,to help to weave,ayudar a tejer,aiutare a tessere
https://qichwa.wikibase.cloud/entity/L1705,awaytiyay,Q5218,Q24905,Q125537856,awaytiyay,qu-x-Q7260479,beabsichtigen,to intend,intentar,provare; tentare
https://qichwa.wikibase.cloud/entity/L1762,awqanapaq p'itaykuy,Q5218,Q24905,Q125537856,awqanapaq p'itaykuy,qu-x-Q7260479,angreifen,to attack,atacar,attaccare
https://qichwa.wikibase.cloud/entity/L8489,k'amuy,Q5218,Q24905,Q125537856,k'amuy,qu-x-Q7260479,wiederkäuen,to ruminate,rumiar,ruminare
https://qichwa.wikibase.cloud/entity/L8528,k'apakuy,Q5218,Q24905,Q125537856,k'apakuy,qu-x-Q7260479,schneiden,to cut,cortar,tagliare
https://qichwa.wikibase.cloud/entity/L8537,k'apkiy,Q5218,Q24905,Q125537856,k'aphkiy,qu-x-Q7260479,vollständig sauber machen,to clean off completely,limpiar completamente,iperbole
https://qichwa.wikibase.cloud/entity/L8560,k'arachiy,Q5218,Q24905,Q125537856,k'arachiy,qu-x-Q7260479,brennen (stechen) lassen,to make itch,hacer arder,fare bruciare
https://qichwa.wikibase.cloud/entity/L8573,k'arkuchay,Q5218,Q24905,Q125537856,k'arkuchay,qu-x-Q7260479,essigsauer machen,to make vinagry,avinagrar,acetificare; acidificare
https://qichwa.wikibase.cloud/entity/L8579,k'aruy,Q5218,Q24905,Q125537856,k'aruy,qu-x-Q7260479,etwas knackend zerkauen,to chew cracking something,masticar triturando,masticare triturando
https://qichwa.wikibase.cloud/entity/L8586,k'askalliy,Q5218,Q24905,Q125537856,k'askalliy,qu-x-Q7260479,weihen,to consecrate,consagrar,consacrare
https://qichwa.wikibase.cloud/entity/L8614,k'asuy,Q5218,Q24905,Q125537856,k'asuy,qu-x-Q7260479,Erde aufbrechen,to break up soil,romper el suelo,rompere il suolo
https://qichwa.wikibase.cloud/entity/L8615,k'asuyachiy,Q5218,Q24905,Q125537856,k'asuyachiy,qu-x-Q7260479,vernichten,to annihilate,aniquilar,annichilire
https://qichwa.wikibase.cloud/entity/L8634,k'awchiy,Q5218,Q24905,Q125537856,k'awchiy,qu-x-Q7260479,kauen,to chew,masticar,masticare
https://qichwa.wikibase.cloud/entity/L8648,k'aywiy,Q5218,Q24905,Q125537856,k'aywiy,qu-x-Q7260479,Kopfstöße machen (Fußball),to make headers (football),dar cabezasos,fare un colpo di testa; [proprio dei giocatori di football]
https://qichwa.wikibase.cloud/entity/L8653,k'ichiy,Q5218,Q24905,Q125537856,k'ichiy,qu-x-Q7260479,kneifen,to pinch,pellizcar,pizzicare
https://qichwa.wikibase.cloud/entity/L8657,k'ichkichikuy,Q5218,Q24905,Q125537856,k'iskichikuy,qu-x-Q7260479,Verstopfung hervorrufen,to provoke constipation,provocar estreñimiento,provocare costipazione
https://qichwa.wikibase.cloud/entity/L8658,k'ichkichiy,Q5218,Q24905,Q125537856,k'iskichiy,qu-x-Q7260479,verstopfen lassen,to make block,hacer estreñir,fare costipare
https://qichwa.wikibase.cloud/entity/L8678,k'ikuchikuy,Q5218,Q24905,Q125537856,k'ikuchikuy,qu-x-Q7260479,anlässlich der ersten Monatsblutung einer jungen Frau feiern,to celebrate a young woman's first menstruation,hacer fiestas y borrachera por el primer menstro de la mujer,"celebrare la festa del k'iku; [celebrare la festa per le prime mestruazioni di una giovane donna con canti, balli e ubriacatura]"
https://qichwa.wikibase.cloud/entity/L8720,k'irawchay,Q5218,Q24905,Q125537856,k'irawchay,qu-x-Q7260479,eine Wiege bauen,to make a cradle,construir una cuna,costruire una culla
https://qichwa.wikibase.cloud/entity/L8726,k'irikuna p'istuy,Q5218,Q24905,Q125537856,k'irikuna p'istuy,qu-x-Q7260479,Wunden verbinden,to bandage,vendar heridas,bendare ferite
https://qichwa.wikibase.cloud/entity/L8729,k'irinchay,Q5218,Q24905,Q125537856,k'irinchay,qu-x-Q7260479,Wachstum oder Entwicklung verzögern,to delay growth or development,retardar el crecimiento o desarrollo,ritardare la crescita; ritardare lo sviluppo
https://qichwa.wikibase.cloud/entity/L8741,k'iruykuy,Q5218,Q24905,Q125537856,k'iruykuy,qu-x-Q7260479,einwickeln,to wrap,envolver,avvolgere; fasciare
https://qichwa.wikibase.cloud/entity/L8749,k'ispiñay,Q5218,Q24905,Q125537856,k'ispiñay,qu-x-Q7260479,die Hand zur Faust schließen,to close the hand to a fist,cerrar la mano para dar puñadas,chiudere la mano per dare pugni
https://qichwa.wikibase.cloud/entity/L8801,k'uchuychay,Q5218,Q24905,Q125537856,k'uchuychay,qu-x-Q7260479,stützen,to lean,acodar,sostenere; appoggiare
https://qichwa.wikibase.cloud/entity/L8802,k'ukiyay,Q5218,Q24905,Q125537856,k'ukiyay,qu-x-Q7260479,unreife Früchte essen,to eat green fruit,comer druta no madura,mangiare frutta non matura
https://qichwa.wikibase.cloud/entity/L8855,k'umuykuchiy,Q5218,Q24905,Q125537856,k'umuykuchiy,qu-x-Q7260479,sich verbeugen lassen,to make bend down,hacer agachar,fare inchinare
https://qichwa.wikibase.cloud/entity/L8861,k'unkuykuy,Q5218,Q24905,Q125537856,k'unkuykuy,qu-x-Q7260479,sich zusammenkuscheln,to cuddle up,besuquear,sbaciucchiare
https://qichwa.wikibase.cloud/entity/L2866,chikllachiy,Q5218,Q24905,Q125537856,chikllachiy,qu-x-Q7260479,wählen lassen,to make choose,hacer escoger; seleccionar,far scegliere; selezionare
https://qichwa.wikibase.cloud/entity/L2904,chillay,Q5218,Q24905,Q125537856,chillay,qu-x-Q7260479,füllen; hineinstopfen,to fill,embutir,imbottire; riempire
https://qichwa.wikibase.cloud/entity/L2905,chillaykuy,Q5218,Q24905,Q125537856,chillaykuy,qu-x-Q7260479,vollstopfen; nachfüllen,to fill in,atestar,compilare
https://qichwa.wikibase.cloud/entity/L2954,chimpay,Q5218,Q24905,Q125537856,chimpay,qu-x-Q7260479,Kampf beginnen; beginnen zu kämpfen,to start fighting,trabar combate,cominciare a combattere
https://qichwa.wikibase.cloud/entity/L3148,chiqnipakuy,Q5218,Q24905,Q125537856,chiqnipakuy,qu-x-Q7260479,verabscheuen,to abhor; to despise,aborrecer; detestar; abominar,odiare; detestare
https://qichwa.wikibase.cloud/entity/L3156,chiqniy,Q5218,Q24905,Q125537856,chiqniy,qu-x-Q7260479,hassen,to hate; to despise,odiar; aborrecer; despreciar; detestar,odiare; disprezzare; detestare
https://qichwa.wikibase.cloud/entity/L3182,chirichay,Q5218,Q24905,Q125537856,chirichay,qu-x-Q7260479,kühlen; abkühlen,to cool,enfriar,raffreddare; gelare
https://qichwa.wikibase.cloud/entity/L3187,chirichiy,Q5218,Q24905,Q125537856,chirichiy,qu-x-Q7260479,kühlen; abkühlen,to cool,enfriar; hacer frío; causar frío,causare freddo; raffreddare; fare freddo
https://qichwa.wikibase.cloud/entity/L3214,chiriyachiy,Q5218,Q24905,Q125537856,chiriyachiy,qu-x-Q7260479,kühlen; abkühlen,to cool,enfriar; hacer enfriar; entibiar,raffreddare; fare raffreddare
https://qichwa.wikibase.cloud/entity/L3231,chitay,Q5218,Q24905,Q125537856,chitay,qu-x-Q7260479,begünstigen; bevorzugen,to favor,favorecer,favorire
https://qichwa.wikibase.cloud/entity/L3264,chuchpakuy,Q5218,Q24905,Q125537856,chuchpakuy,qu-x-Q7260479,widerstehen; sich widersetzen,to resist,resistir,resistere
https://qichwa.wikibase.cloud/entity/L3270,chuchuchiy,Q5218,Q24905,Q125537856,chuchuchiy,qu-x-Q7260479,stillen,to suckle; to nurse; to give milk,dar de mamar; amamantar,dare da ciucciare; allattare
https://qichwa.wikibase.cloud/entity/L3271,chuchupakuy,Q5218,Q24905,Q125537856,chuchupakuy,qu-x-Q7260479,wetteifern,to contend; to struggle,competir,competere
https://qichwa.wikibase.cloud/entity/L3282,chuchuy,Q5218,Q24905,Q125537856,chuchuy,qu-x-Q7260479,saugen,to suck,chupar; mamar; mamar o lactar,allattare; dare la tetta
https://qichwa.wikibase.cloud/entity/L3317,chukiy,Q5218,Q24905,Q125537856,chukiy,qu-x-Q7260479,die Fäden im Gewebe zusammenpressen,to press together the threads in the tissue,tupir los hilos en el tejido; tupir la ropa cuando se teje,premere le trame del tessuto; [operazione di tessitura]
https://qichwa.wikibase.cloud/entity/L3328,chukuchiy,Q5218,Q24905,Q125537856,chukuchiy,qu-x-Q7260479,zum Hinsetzen veranlassen,to make sit down,hacer sentar; hacer tomar asiento,fare sedere; fare prendere posto
https://qichwa.wikibase.cloud/entity/L3354,chuluy,Q5218,Q24905,Q125537856,chuluy,qu-x-Q7260479,aufpicken; picken,to peck; to pick up (bird),comer a picotazos,mangiare beccando; [come fanno gli uccelli]
https://qichwa.wikibase.cloud/entity/L3354,chuluy,Q5218,Q24905,Q125537856,chhuluy,qu-x-Q7260479,aufpicken; picken,to peck; to pick up (bird),comer a picotazos,mangiare beccando; [come fanno gli uccelli]
https://qichwa.wikibase.cloud/entity/L3409,chumpillikuchiy,Q5218,Q24905,Q125537856,chumpillikuchiy,qu-x-Q7260479,gürten; Gürtel umschnallen,to belt; to girdle; to swaddle,hacer ceñir,fare cingere; fare fasciare
https://qichwa.wikibase.cloud/entity/L3514,chupanchay,Q5218,Q24905,Q125537856,chupanchay,qu-x-Q7260479,anhängen; ans Ende anfügen,to append; to add (at the end of something),añadir (al final de algo),aggiungere (in fondo)
https://qichwa.wikibase.cloud/entity/L3564,churachiy,Q5218,Q24905,Q125537856,churachiy,qu-x-Q7260479,jemanden anziehen,to dress somebody,vestir a alguien; hacer poner; vestir,vestire qualcuno; fare indossare; vestire
https://qichwa.wikibase.cloud/entity/L3570,churakuy,Q5218,Q24905,Q125537856,churakuy,qu-x-Q7260479,sich anziehen,to put on clothes,ponerse; usar (ropa); ponerse la ropa,mettersi; indossare
https://qichwa.wikibase.cloud/entity/L3582,churapuy,Q5218,Q24905,Q125537856,churapuy,qu-x-Q7260479,zurücktun,to put back,devolver; reponer,restituire
https://qichwa.wikibase.cloud/entity/L3584,churarayay,Q5218,Q24905,Q125537856,churarayay,qu-x-Q7260479,vernachlässigen; verkommen lassen,to neglect,negligir; descuidar; echar a perder; depravar; permanecer en un sitio sin moverse,lasciar perdere; rimanere fermo in un luogo
https://qichwa.wikibase.cloud/entity/L16031,quysuy,Q5218,Q24905,Q125537856,quysuy,qu-x-Q7260479,Kleider schleppen,to drag clothes,arrastrar ropa,trascinare un vestito
https://qichwa.wikibase.cloud/entity/L16040,qhachqachiy,Q5218,Q24905,Q125537856,qhasqachiy,qu-x-Q7260479,Unebenheit verursachen,to cause unevenness,causar aspereza,causare ruvidità
https://qichwa.wikibase.cloud/entity/L16052,qhachway,Q5218,Q24905,Q125537856,qhasway,qu-x-Q7260479,tanzen,to dance,bailar,ballare
https://qichwa.wikibase.cloud/entity/L16056,qhakuy,Q5218,Q24905,Q125537856,qhakuy,qu-x-Q7260479,Körner mit der Hand reinigen,to clean grains like kinua with the hands,limpiar granos con la mano,pulire le granaglie con le mani
https://qichwa.wikibase.cloud/entity/L16087,qhanqayachiy,Q5218,Q24905,Q125537856,qhanqayachiy,qu-x-Q7260479,vergrößern,to make increase,hacer volver grande o estirar,fare diventare grande; stirare; ingrandire
https://qichwa.wikibase.cloud/entity/L14828,p'intuykukuy p'achata,Q5218,Q24905,Q125537856,p'intuykukuy p'achata,qu-x-Q7260479,sich warm anziehen,to put on warm clothes,abrigarse con la ropa,indossare vestiti pesanti
https://qichwa.wikibase.cloud/entity/L14839,p'itachiy,Q5218,Q24905,Q125537856,p'itachiy,qu-x-Q7260479,stricken lassen,to make knit,hacer tejer (labores de punto),fare tessere; fare lavorare a maglia
https://qichwa.wikibase.cloud/entity/L14840,p'itakuy,Q5218,Q24905,Q125537856,p'itakuy,qu-x-Q7260479,für sich stricken,to knit for oneself,tejerse (labores de punto),tessere; lavorare a maglia
https://qichwa.wikibase.cloud/entity/L14843,p'itapuy,Q5218,Q24905,Q125537856,p'itapuy,qu-x-Q7260479,für jemanden stricken,to knit for someone,tejérselo (labores de punto),tessere per qualcuno; lavorare a maglia per qualcuno
https://qichwa.wikibase.cloud/entity/L14857,p'itipuy,Q5218,Q24905,Q125537856,p'itipuy,qu-x-Q7260479,etwas für jemanden zerreißen,to tear something for someone,rompérselo,rompere qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L14889,p'uktuy,Q5218,Q24905,Q125537856,p'uktuy,qu-x-Q7260479,ein Mulde machen,to make a concave depression or shape,hacer una hondonada,fare una depressione
https://qichwa.wikibase.cloud/entity/L14922,p'uqachiy,Q5218,Q24905,Q125537856,p'uqachiy,qu-x-Q7260479,platzen lassen,to make burst,hacer reventar,fare scoppiare; fare spaccare
https://qichwa.wikibase.cloud/entity/L14979,qallarimuy,Q5218,Q24905,Q125537856,qallarimuy,qu-x-Q7260479,"gehen, um zu beginnen",to go to begin,ir a empezar,andare a cominciare
https://qichwa.wikibase.cloud/entity/L14983,qallaripuy,Q5218,Q24905,Q125537856,qallaripuy,qu-x-Q7260479,etwas für jemanden beginnen,to begin something for someone,empezárselo,cominciare qualcosa per qualcuno
https://qichwa.wikibase.cloud/entity/L15008,qallchapuy,Q5218,Q24905,Q125537856,qallchapuy,qu-x-Q7260479,für jemanden Getreide mähen,to mow cereal for someone,segárselo,mietere un cereale per qualcuno
